"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-04-05","Department of Health & Human Services",,"National Outbreak Reporting System",,"org:Organization",,,,,"dcat:Dataset",,,"The National Outbreak Reporting System (NORS) is a web-based platform designed to support reporting to CDC by local, state, and territorial health departments in the United States of all waterborne disease outbreaks and enteric disease outbreaks transmitted by food, contact with environmental sources, infected persons or animals, or unknown modes of transmission.
","&lt;Nobody&gt;","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-vht8@cdc.gov",,,,,,"https://data.cdc.gov/api/views/p3rn-t6ry","[""Centers for Disease Control and Prevention""]","[""009:20""]","[""en""]","[""009:020""]",
,,,"2016-04-05","Department of Health & Human Services",,"National Plan and Provider Enumeration System (NPPES) Downloadable File",,"org:Organization",,,,,"dcat:Dataset",,,"The National Plan and Provider Enumeration System (NPPES) downloadable file (also referred to as the NPI Downloadable File) contains FOIA-disclosable NPPES health care provider data for health care providers who have been assigned National Provider Identifiers (NPIs).   In accordance with the NPPES Data Dissemination Notice, each month CMS will create a single zipped file that will contain (1) a data file containing all of the FOIA-disclosable health care provider data in NPPES as of a certain date in the month, (2) a Read Me File describing the information in the data file, (3) a Header File containing the format of the data file, and (4) a Code Values document listing the descriptions for all of the codes found in the data file.   It is downloadable by users with the necessary technical expertise from http://nppes.viva-it.com/NPI_Files.htmlhttp://nppes.viva-it.com/NPI_Files.html on the CMS website. Each month, CMS replaces the previous month's file; only one file is available for downloading at any given time. Visit http://www.cms.hhs.gov/NationalProvIdentStand/06a_DataDissemination.asphttp://www.cms.hhs.gov/NationalProvIdentStand/06a_DataDissemination.asp on the CMS website to learn more.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,"R/P1M",,"649c37f2-3904-403c-ab53-769a41e28bc9","[""community health"",""npi"",""nppes"",""provider identifier""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-13","Department of Health & Human Services",,"National Provider Identifier Standard - Data Dissemination",,"org:Organization",,,,,"dcat:Dataset",,,"The National Plan and Provider Enumeration System, NPPES, downloadable file, also referred to as the NPI Downloadable File, contains FOIA disclosable NPPES health care provider data for health care providers who have been assigned National Provider Identifiers, NPIs. In accordance with the NPPES Data Dissemination Notice, each month CMS will create a single zipped file that will contain 1. a data file containing all of the FOIA disclosable health care provider data in NPPES as of a certain date in the month, 2. a Read Me File describing the information in the data file, 3. a Header File containing the format of the data file, and 4. a Code Values document listing the descriptions for all of the codes found in the data file. Each month, CMS replaces the previous months file, only one file is available for downloading at any given time.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-datanavigator@cms.hhs.gov",,,,,,"333","[""Publically Available Data File - for download""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"National Provider Identifier Standard - Enumeration Reports","2005-01-01T00:00:00-05:00/2014-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"This report provides statistics on the number of NPIs assigned to individual and organizational providers by State.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"198","[""centers-for-medicare-amp-medicaid-services""]","[""009:38""]","[""en""]","[""009:000""]",
,,"1998-07-28","2015-11-13","Department of Health & Human Services","https://www.cms.gov/Research-Statistics-Data-and-Systems/Computer-Data-and-Systems/Privacy/Systems-of-Records-Items/09-70-0008-NPS.html?DLPage=8&DLEntries=10&DLSort=0&DLSortDir=descending","National Provider System",,"org:Organization",,,"09-70-008",,"dcat:Dataset",,,"The primary purpose of this system of records is to collect the information needed to uniquely identify an individual health care provider, to assign an NPI to that health care provider, to maintain and update the information about the health care providers, and to disseminate health care provider information in accordance with the provisions of the Privacy Act.1998-07-28.","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"restricted public",,"http://www.usa.gov/publicdomain/label/1.0/","Contains personally identifiable information and is subject to the Privacy Act of 1974, as amended at 5 United States Code (U.S.C.) 552a.  Requests should be directed to the appropriate System Manager, identified in the System of Records notice.",,"Centers for Medicare & Medicaid Services",,"mailto-Healthdata@hhs.gov",,,,,true,"5cfed06d-1c43-417b-a037-b17d4a743a12","[""health care provider""]","[""009:38""]",,"[""009:078""]",
,,,"2016-05-02","Department of Health & Human Services",,"National Sample Survey of Registered Nurses","1996-12-31T19:00:00-05:00/2008-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://datawarehouse.hrsa.gov/data/datadownload/nssrndownload.aspx",,"The National Sample Survey of Registered Nurses (NSSRN) Download makes data from the survey readily available to users in a one-stop download. It is intended to help analysts and people who would like to analyze these data. The Survey has been conducted approximately every four years since 1977. For each survey year, HRSA has prepared two Public Use File databases in flat ASCII file format, without delimiters. The 2008 data are also offerred in SAS and SPSS formats. Information likely to point to an individual in a sparsely-populated county has been withheld. General Public Use Files are State-based and provide information on nurses without identifying the County and Metropolitan Area in which they live or work.  County Public Use Files provide most, but not all, the same information on the nurse from the General Public Use File, and also identifies the County and Metropolitan Areas in which the nurses live or work. NSSRN data are to be used for research purposes only and may not be used in any manner to identify individual respondents.
","Jennifer Nooney","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Health Resources and Services Administration",,"mailto-jnooney@hrsa.gov",,,,,,"a8f9b63d-e28e-4a36-8ec3-aeb0e7e1559d","[""associate degree"",""bachelor s degree"",""community health"",""doctorate degree"",""education"",""eligibility"",""ethnic background"",""financed"",""general information"",""master s degree"",""nurse"",""nurse anesthetist"",""nurse midwife"",""nurse practitioner"",""racial background""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"National Sexual Violence Resource Center (NSVRC)",,"org:Organization",,,,,"dcat:Dataset",,,"The National Sexual Violence Resource Center (NSVRC) is a national information and resource hub relating to all aspects of sexual violence.

NSVRC staff collect and disseminate a wide range of resources on sexual violence including statistics, research, position statements, statutes, training curricula, prevention initiatives and program information. With these resources, NSVRC assists coalitions, advocates and others interested in understanding and eliminating sexual violence. NSVRC has an active and diverse Advisory Council that assists and advises staff and ensures a broad national perspective. NSVRC also enjoys a strong partnership with state, territory and tribal anti-sexual assault coalitions and allied organizations.

NSVRC is funded through a cooperative agreement from the Centers for Disease Control and Prevention (CDC) Division of Violence Prevention.
","NSVRC","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-resources@nsvrc.org",,,,"R/P1W",,"c9b629ba-3935-4acb-b65c-b35bc3e87def","[""abuse"",""curricula"",""prevention"",""publications"",""resource center"",""sexual assault"",""violence"",""women""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-06-01","Department of Health & Human Services",,"National Survey of Child and Adolescent Well-Being","1998-12-31T19:00:00-05:00/2011-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.ndacan.cornell.edu/NDACAN/Datasets/Abstracts/DatasetAbstract_NSCAW-General.html",,"Nationally representative, longitudinal data describing functioning of and services for children who are reported to child protective services
","HealthData.gov","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,,,"22ed32f4-b43d-4bdb-9aa6-cc7e3523595d","[""Child Abuse and Neglect"",""child maltreatment"",""child welfare"",""Child Well-Being""]","[""009:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"National Survey of Family Growth","1972-12-31T19:00:00-05:00/2010-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.cdc.gov/nchs/nsfg/nsfg_questionnaires.htm",,"The National Survey of Family Growth (NSFG) gathers information on family life, marriage and divorce, pregnancy, infertility, use of contraception, and men's and women's health. The survey results are used by the U.S. Department of Health and Human Services and others to plan health services and health education programs, and to do statistical studies of families, fertility, and health.  Years included:  1973, 1976, 1982, 1988, 1995, 2002, 2006-2010;  Data use agreement at time of file download:
","National Survey of Family Growth","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-nsfg@cdc.gov",,,,,,"b7600411-7e43-4c17-91b8-4627322de255","[""families"",""fertility"",""health"",""rape"",""sexual assault""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-06-30","Department of Health & Human Services",,"National Survey on Drug Use and Health (NSDUH), 2002",,"org:Organization",,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/03903/variables",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","HealthData.gov","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Substance Abuse & Mental Health Services Administration",,"mailto-HealthData@hhs.gov",,,,,,"c4e3821e-0f45-4202-8893-665f48c998ed","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""009:30""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"National Survey on Drug Use and Health (NSDUH), 2003",,,,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/04138/variables",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"daa55b60-d909-44a7-a642-0399d4c2bdbc","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"National Survey on Drug Use and Health (NSDUH), 2004",,,,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/04373/variables",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"31120a71-fff2-48a9-9faa-26df5a996867","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"National Survey on Drug Use and Health (NSDUH), 2005",,,,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/04596/variables",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"51035a33-8169-4097-ba7a-9c396159793f","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"National Survey on Drug Use and Health (NSDUH), 2006",,,,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/21240/variables",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"6e5e3da0-2f20-43bf-b8bb-f5a733cbc053","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"National Survey on Drug Use and Health (NSDUH), 2008","2007-12-31T19:00:00-05:00/2008-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/26701",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covered substance abuse treatment history and perceived need for treatment, and included questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","Center for Behavioral Health Statistics and Quality","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Substance Abuse & Mental Health Services Administration",,"mailto-cbhsqrequest@samhsa.hhs.gov",,,,,,"bc51559d-6168-4da8-ba99-a9144fe39129","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"National Survey on Drug Use and Health (NSDUH), 2009","2008-12-31T19:00:00-05:00/2009-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/29621",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Substance Abuse & Mental Health Services Administration",,"mailto-HealthData@hhs.gov",,,,,,"e8c4b6f1-9159-4ed1-81be-7322f18888c4","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"National Survey on Drug Use and Health (NSDUH), 2010","2009-12-31T19:00:00-05:00/2010-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/32722",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Substance Abuse & Mental Health Services Administration",,"mailto-HealthData@hhs.gov",,,,,,"e1237c89-6291-4562-aa8a-54b16805763f","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"National Survey on Drug Use and Health (NSDUH), 2011","2010-12-31T19:00:00-05:00/2011-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/34481",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covered substance abuse treatment history and perceived need for treatment, and included questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","Center for Behavioral Health Statistics and Quality","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Substance Abuse & Mental Health Services Administration",,"mailto-cbhsqrequest@samhsa.hhs.gov",,,,,,"d8782b60-1fdd-44cd-901a-3f9339993031","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
